Dataset,ML Algorithm,ML Parameters,Normalizer,Iterations,Fact Validation Approaches,Approaches Scores,#Approaches,Best Single Approach,Best Single Score,Experiment,Training AUC-ROC Min.,Training AUC-ROC Max.,Training AUC-ROC Mean,Training AUC-ROC Std. Dev.,Testing AUC-ROC Min.,Testing AUC-ROC Max.,Testing AUC-ROC Mean,Testing AUC-ROC Std. Dev.,Improvement
factbench,FactBenchGradientBoostingClassifier1500,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.984851755563272,0.984851755563272,0.984851755563272,0,0.88473153012667,0.88473153012667,0.88473153012667,0,0.013793231477528
BPDP_Dataset,FactBenchGradientBoostingClassifier300,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9498,0.9498,0.9498,0,0.725610330851164,0.725610330851164,0.725610330851164,0,0.0120180978414554
factbench,FactBenchGradientBoostingClassifier2400,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.984556111387463,0.984556111387463,0.984556111387463,0,0.882356854227387,0.882356854227387,0.882356854227387,0,0.0114185555782452
factbench,FactBenchGradientBoostingClassifier3300,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.981732631295735,0.981732631295735,0.981732631295735,0,0.877912265394397,0.877912265394397,0.877912265394397,0,0.00697396674525519
FinalDataset_Hard,FactBenchGradientBoostingClassifier2400,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.981719070403281,0.981719070403281,0.981719070403281,0,0.745789180145009,0.745789180145009,0.745789180145009,0,0.00518683770217521
factbench,FactBenchGradientBoostingClassifier3600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.98593421995301,0.98593421995301,0.98593421995301,0,0.873364026212709,0.873364026212709,0.873364026212709,0,0.00242572756356707
factbench,FactBenchGradientBoostingClassifier600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.986777353343282,0.986777353343282,0.986777353343282,0,0.462167622725107,0.462167622725107,0.462167622725107,0,-0.408770675924035
BPDP_Dataset,FactBenchGradientBoostingClassifier600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9138,0.9138,0.9138,0,0.329437270242247,0.329437270242247,0.329437270242247,0,-0.384154962767462
BPDP_Dataset,FactBenchGradientBoostingClassifier2400,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9173,0.9173,0.9173,0,0.479262889999057,0.479262889999057,0.479262889999057,0,-0.234329343010651
BPDP_Dataset,FactBenchGradientBoostingClassifier3300,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9655,0.9655,0.9655,0,0.479404279385428,0.479404279385428,0.479404279385428,0,-0.234187953624281
BPDP_Dataset,FactBenchGradientBoostingClassifier1500,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9485,0.9485,0.9485,0,0.491705155999623,0.491705155999623,0.491705155999623,0,-0.221887077010086
BPDP_Dataset,FactBenchGradientBoostingClassifier3600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9498,0.9498,0.9498,0,0.5,0.5,0.5,0,-0.213592233009709
FinalDataset_Hard,FactBenchGradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.987874231032126,0.987874231032126,0.987874231032126,0,0.541513292433538,0.541513292433538,0.541513292433538,0,-0.199089050009295
BPDP_Dataset,FactBenchGradientBoostingClassifier2100,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9217,0.9217,0.9217,0,0.526204166273918,0.526204166273918,0.526204166273918,0,-0.18738806673579
BPDP_Dataset,FactBenchGradientBoostingClassifier900,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.90835,0.90835,0.90835,0,0.541427090206429,0.541427090206429,0.541427090206429,0,-0.17216514280328
FinalDataset_Hard,FactBenchGradientBoostingClassifier3000,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.987778537252221,0.987778537252221,0.987778537252221,0,0.579271240007436,0.579271240007436,0.579271240007436,0,-0.161331102435397
factbench,FactBenchGradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.979899324554735,0.979899324554735,0.979899324554735,0,0.712704438710157,0.712704438710157,0.712704438710157,0,-0.158233859938985
BPDP_Dataset,FactBenchGradientBoostingClassifier2700,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.945,0.945,0.945,0,0.592327269299651,0.592327269299651,0.592327269299651,0,-0.121264963710058
BPDP_Dataset,FactBenchGradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9587,0.9587,0.9587,0,0.599490998209068,0.599490998209068,0.599490998209068,0,-0.114101234800641
BPDP_Dataset,FactBenchGradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9428,0.9428,0.9428,0,0.607503063436705,0.607503063436705,0.607503063436705,0,-0.106089169573004
factbench,FactBenchGradientBoostingClassifier2700,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.980975531924878,0.980975531924878,0.980975531924878,0,0.773476030470108,0.773476030470108,0.773476030470108,0,-0.0974622681790335
BPDP_Dataset,FactBenchGradientBoostingClassifier3000,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9959,0.9959,0.9959,0,0.621547742482798,0.621547742482798,0.621547742482798,0,-0.0920444905269111
FinalDataset_Hard,FactBenchGradientBoostingClassifier600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.982023239917977,0.982023239917977,0.982023239917977,0,0.654861498419781,0.654861498419781,0.654861498419781,0,-0.0857408440230526
BPDP_Dataset,FactBenchGradientBoostingClassifier1800,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.5, 'degree_product': 0.49646526534074836, 'jaccard': 0.5, 'katz': 0.49665378452257525, 'kl': 0.4994815722499764, 'kl_rel': 0.5131492129324158, 'ks': 0.5113582807050618, 'pathent': 0.4956169290225281, 'simrank': 0.4947685927043077, 'pra': 0.6844660194174758, 'predpath': 0.7135922330097088}",11,predpath,0.713592233009709,eval001.BPDP_Dataset,0.9318,0.9318,0.9318,0,0.654868507870676,0.654868507870676,0.654868507870676,0,-0.0587237251390329
FinalDataset_Hard,FactBenchGradientBoostingClassifier3300,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.98367053998633,0.98367053998633,0.98367053998633,0,0.691429633760922,0.691429633760922,0.691429633760922,0,-0.0491727086819112
FinalDataset_Hard,FactBenchGradientBoostingClassifier2700,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.982740943267259,0.982740943267259,0.982740943267259,0,0.699665365309537,0.699665365309537,0.699665365309537,0,-0.040936977133296
FinalDataset_Hard,FactBenchGradientBoostingClassifier1800,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.983598769651401,0.983598769651401,0.983598769651401,0,0.701041085703662,0.701041085703662,0.701041085703662,0,-0.039561256739171
factbench,FactBenchGradientBoostingClassifier3000,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.665258878348525, 'degree_product': 0.4763120277721054, 'jaccard': 0.6705404050717508, 'katz': 0.784003502453574, 'kl': 0.7083325598232683, 'kl_rel': 0.7254673547812204, 'ks': 0.6987642403202952, 'pathent': 0.7818160159900001, 'simrank': 0.7207938069690162, 'pra': 0.8282668424081534, 'predpath': 0.870938298649142}",11,predpath,0.870938298649142,eval001.factbench,0.98366292184044,0.98366292184044,0.98366292184044,0,0.835451203891065,0.835451203891065,0.835451203891065,0,-0.0354870947580769
FinalDataset_Hard,FactBenchGradientBoostingClassifier3600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.558821342256925, 'degree_product': 0.6079568693065626, 'jaccard': 0.5575757575757576, 'katz': 0.5862613868748838, 'kl': 0.4513292433537832, 'kl_rel': 0.47828592675218445, 'ks': 0.4835285369027701, 'pathent': 0.5843093511805169, 'simrank': 0.5559025841234431, 'pra': 0.6920803123257111, 'predpath': 0.7406023424428333}",11,predpath,0.740602342442833,eval001.FinalDataset_Hard,0.985078605604921,0.985078605604921,0.985078605604921,0,0.71342256925079,0.71342256925079,0.71342256925079,0,-0.0271797731920432
