,subject,predicate,object,truth
22,http://dbpedia.org/resource/Detouring_America,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Tex_Avery,1
23,http://dbpedia.org/resource/Dead_Tired,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Michel_Blanc,1
24,http://dbpedia.org/resource/Day_Watch_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Timur_Bekmambetov,1
25,http://dbpedia.org/resource/1971_(2007_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Amrit_Sagar,1
26,http://dbpedia.org/resource/Amy_(2015_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Asif_Kapadia,1
27,http://dbpedia.org/resource/After_Your_Own_Heart,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/George_Marshall_(director),1
28,http://dbpedia.org/resource/Deep_Blue_Sea_(1999_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Renny_Harlin,1
29,http://dbpedia.org/resource/Devil_May_Hare,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Robert_McKimson,1
30,http://dbpedia.org/resource/Alvin_and_the_Chipmunks:_Chipwrecked,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Mike_Mitchell_(director),1
31,http://dbpedia.org/resource/Almost_Married_(1932_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/William_Cameron_Menzies,1
32,http://dbpedia.org/resource/All_in_a_Nutshell,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Jack_Hannah,1
33,http://dbpedia.org/resource/Caroline_and_the_Rebels,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Jean_Devaivre,1
34,http://dbpedia.org/resource/All_at_Sea_(1935_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Anthony_Kimmins,1
380,http://dbpedia.org/resource/Dark_Passage_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/David_Goodis,0
381,http://dbpedia.org/resource/American_Wedding,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Alyson_Hannigan,0
382,http://dbpedia.org/resource/Uzhaippali,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Vaali_(poet),0
383,http://dbpedia.org/resource/Davy_Crockett:_King_of_the_Wild_Frontier_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Andrew_Jackson,0
384,http://dbpedia.org/resource/Along_Came_Daffy,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Virgil_Ross,0
385,http://dbpedia.org/resource/Dead_Tired,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Daniel_Toscan_du_Plantier,0
386,http://dbpedia.org/resource/1971_(2007_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Vivek_Mishra,0
387,http://dbpedia.org/resource/Dangerous_Dan_McFoo,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Virgil_Ross,0
388,http://dbpedia.org/resource/Valley_of_the_Giants_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Wade_Boteler,0
389,http://dbpedia.org/resource/Almost_Famous,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Andrew_Sarris,0
390,http://dbpedia.org/resource/Caroline_and_the_Rebels,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Daniel_Ceccaldi,0
391,http://dbpedia.org/resource/Detouring_America,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Merrie_Melodies,0
392,http://dbpedia.org/resource/All_Three_of_Us,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Carole_Franck,0
393,http://dbpedia.org/resource/Deep_Impact_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/David_Brown_(producer),0
394,http://dbpedia.org/resource/Dead_Snow,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Ane_Dahl_Torp,0
395,http://dbpedia.org/resource/Dedication_(film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Amy_Sedaris,0
396,http://dbpedia.org/resource/After_Your_Own_Heart,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Benjamin_H._Kline,0
397,http://dbpedia.org/resource/All_at_Sea_(1935_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Alex_Bryce,0
398,http://dbpedia.org/resource/David_(2013_Tamil_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Vikram_(actor),0
399,http://dbpedia.org/resource/All_Together_(1942_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Walt_Disney,0
400,http://dbpedia.org/resource/Dan_in_Real_Life,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Alison_Sudol,0
401,http://dbpedia.org/resource/Vacanze_di_Natale,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Aurelio_De_Laurentiis,0
402,http://dbpedia.org/resource/Amy_(2015_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Amy_Winehouse,0
403,http://dbpedia.org/resource/Dead_End_(1937_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Allen_Jenkins,0
404,http://dbpedia.org/resource/American_Pie_2,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Alyson_Hannigan,0
405,http://dbpedia.org/resource/Vampire_Circus,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/David_Prowse,0
406,http://dbpedia.org/resource/Dante's_Inferno_(1935_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Dante_Alighieri,0
407,http://dbpedia.org/resource/Dante's_Inferno:_An_Animated_Epic,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Dante_Alighieri,0
408,http://dbpedia.org/resource/Vasuvum_Saravananum_Onna_Padichavanga,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Varun_Parandhaman,0
409,http://dbpedia.org/resource/Against_All_Odds_(1924_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/William_Scott_(actor),0
410,http://dbpedia.org/resource/Devil_May_Hare,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Phil_DeLara,0
411,http://dbpedia.org/resource/Almost_Married_(1932_film),http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Violet_Heming,0
412,http://dbpedia.org/resource/Dance_Charlie_Dance,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Allen_Jenkins,0
413,http://dbpedia.org/resource/Anandam,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Devi_Sri_Prasad,0
414,http://dbpedia.org/resource/Death_to_Smoochy,http://dbpedia.org/ontology/director,http://dbpedia.org/resource/Andrew_Lazar,0
