subject,predicate,object,truth,adamic_adar,katz,degree_product,kl_rel,jaccard,kl,simrank,pathent,ks,pra,predpath,ensemble_score
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Vevey,1,0.0,0.001375,1628.0,0.108605,0.0,0.078017,7.1e-05,204.836932,0.039651,1.0,1.0,0.7307163684692601
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,1,0.0,0.02775,80536.0,0.078213,0.0,0.059228,7.2e-05,3290.044711,0.037793,1.0,0.0,0.7301676397529329
http://dbpedia.org/resource/Augustus_II_the_Strong,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Warsaw,1,0.0,0.0015,67914.0,0.136726,0.0,0.072804,0.000299,252.209542,0.077941,1.0,0.0,0.7301794583571869
http://dbpedia.org/resource/Abbas_II_of_Egypt,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Geneva,1,0.0,0.00025,9126.0,0.100477,0.0,0.066441,1.8e-05,27.564951,0.033979,1.0,1.0,0.73067973729617
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Bedford,_Massachusetts",1,0.0,0.0,816.0,0.053314,0.0,0.058851,5.9e-05,-14.726814,0.02719,1.0,1.0,0.7306605973496262
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",1,0.378095,0.01,3330.0,0.187989,0.016,0.122034,0.00014,984.435873,0.071753,1.0,1.0,0.7314852080439191
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cusco,1,0.0,0.0,1000.0,0.047579,0.0,0.047338,8e-06,-14.43346,0.022698,1.0,1.0,0.7306614691784424
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/La_Quinta,_California",1,0.0,0.00025,1716.0,0.062652,0.0,0.065209,8.6e-05,26.399012,0.046117,1.0,1.0,0.7306788328943531
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Santa_Barbara,_California",1,0.0,0.0035,36456.0,0.133753,0.0,0.076004,2.1e-05,453.765184,0.057773,1.0,1.0,0.7307350522033668
http://dbpedia.org/resource/Abd_al-Rahman_I,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Córdoba,_Spain",1,0.0,0.0,1680.0,0.09318,0.0,0.072711,6.9e-05,-13.685016,0.043867,1.0,1.0,0.7306633709068123
http://dbpedia.org/resource/George_Frideric_Handel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Halle_(Saale),0,1.530224,0.010375,3824.0,0.332988,0.011905,0.132012,0.001482,559.157744,0.139982,0.0,0.0,0.7302258381935334
http://dbpedia.org/resource/Joris_Ivens,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Nijmegen,0,0.105762,0.0345,5313.0,0.086859,0.003953,0.063365,9.8e-05,52271.801762,0.036254,1.0,1.0,0.7317994514768411
http://dbpedia.org/resource/Abd_al-Rahman_I,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Damascus,0,0.0,0.0,5355.0,0.09707,0.0,0.070612,2.2e-05,-12.012694,0.053685,1.0,1.0,0.7306649977776191
http://dbpedia.org/resource/Alexander_Kerensky,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ulyanovsk,0,0.352956,0.00875,2728.0,0.21074,0.008475,0.120329,0.000302,1009.951541,0.094127,0.0,0.0,0.7302267708390601
http://dbpedia.org/resource/Carlo_Goldoni,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Venice,0,1.080865,0.04125,9852.0,0.338527,0.002407,0.113519,0.001582,8706.816903,0.095562,0.0,0.0,0.7302315661706363
http://dbpedia.org/resource/Joe_Strummer,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ankara,0,0.0,0.0015,70850.0,0.064277,0.0,0.054327,1.2e-05,141.703714,0.036618,1.0,1.0,0.7307007081780077
http://dbpedia.org/resource/Amerigo_Vespucci,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Florence,0,0.207457,0.026625,9504.0,0.143492,0.000837,0.077518,0.000238,10153.784083,0.052602,0.0,0.0,0.7302318859248196
http://dbpedia.org/resource/James_Wilkinson,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Benedict,_Maryland",0,0.220624,0.002875,112.0,0.156252,0.032258,0.144532,0.001797,65.662631,0.056688,1.0,1.0,0.7313063861623045
http://dbpedia.org/resource/Henry_I_of_England,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Selby,0,0.0,0.00025,1298.0,0.071652,0.0,0.060528,0.000131,14.894906,0.027365,1.0,1.0,0.7306726858577132
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bloemfontein,0,0.222232,0.005125,39150.0,0.151277,0.002358,0.089528,3e-05,435.961493,0.045592,0.0,0.0,0.7302255705017037
http://dbpedia.org/resource/Arthur_de_Gobineau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ville-d'Avray,0,0.0,0.000875,209.0,0.115449,0.0,0.091498,0.000872,107.208995,0.055467,1.0,0.0,0.7301830345620945
http://dbpedia.org/resource/Eugene_Wigner,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Budapest,0,0.941137,0.144,61935.0,0.148755,0.000966,0.082244,0.000515,4210.507274,0.081998,0.0,0.0,0.7302298870508952
http://dbpedia.org/resource/André_Weil,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,0,0.616485,0.081625,181206.0,0.113939,0.000298,0.073085,0.00025,13835.575151,0.06102,1.0,1.0,0.731682676452348
"http://dbpedia.org/resource/Albert_VII,_Archduke_of_Austria",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Wiener_Neustadt,0,0.0,0.0,930.0,0.064112,0.0,0.06119,3.1e-05,-14.538156,0.044525,1.0,1.0,0.7306612129694647
http://dbpedia.org/resource/Catherine_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alcalá_de_Henares,0,0.0,0.0,355.0,0.069065,0.0,0.056907,4.9e-05,-15.927549,0.022629,1.0,1.0,0.7306585478411088
http://dbpedia.org/resource/Anton_Chekhov,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Taganrog,0,1.590353,0.0165,24288.0,0.258113,0.009585,0.127806,0.001254,1264.35766,0.175119,1.0,0.0,0.7299116913872242
http://dbpedia.org/resource/John_A._Roebling,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Mühlhausen,0,0.0,0.0,231.0,0.089301,0.0,0.095347,6.4e-05,-16.547472,0.046612,1.0,1.0,0.7306569512168442
http://dbpedia.org/resource/Cornelius_Johnson_(artist),http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,0.096664,0.91525,91208.0,0.123299,4.4e-05,0.055645,7.4e-05,2669.252482,0.03342,0.0,1.0,0.7313410264123377
http://dbpedia.org/resource/C._S._Forester,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cairo,0,0.215313,0.01175,51296.0,0.147663,0.000538,0.076002,3.6e-05,1846.340062,0.041357,0.0,0.0,0.73022764259756
http://dbpedia.org/resource/Emma_Goldman,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Kaunas,0,0.231616,0.01125,13792.0,0.156095,0.002165,0.087846,0.000126,1150.688073,0.053252,0.0,0.0,0.7302268453842207
"http://dbpedia.org/resource/Christina,_Queen_of_Sweden",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Stockholm,0,0.0,0.00025,25890.0,0.097588,0.0,0.065548,0.000581,32.004449,0.040891,1.0,1.0,0.7306809858433838
http://dbpedia.org/resource/Gregory_Bateson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Grantchester,0,0.0,0.000375,588.0,0.066122,0.0,0.073541,5.3e-05,37.462695,0.036868,1.0,1.0,0.7306809375695272
http://dbpedia.org/resource/Eduard_von_Böhm-Ermolli,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ancona,0,0.0,0.000375,1573.0,0.052907,0.0,0.060211,2.4e-05,31.811099,0.029756,1.0,1.0,0.7306809476141913
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Sydney,0,0.0,0.000125,121396.0,0.104018,0.0,0.055217,1.4e-05,8.386392,0.04662,1.0,0.0,0.7301847624776835
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,0.0,0.007,182416.0,0.081028,0.0,0.056492,4.6e-05,779.463507,0.041803,1.0,0.0,0.7301753399567793
http://dbpedia.org/resource/Augustus_II_the_Strong,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Dresden,0,0.0,0.000875,15290.0,0.192541,0.0,0.093266,5.4e-05,294.818984,0.096133,1.0,1.0,0.7307234824097478
http://dbpedia.org/resource/Abbas_II_of_Egypt,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alexandria,0,0.0,0.002625,5688.0,0.123971,0.0,0.078208,0.000267,421.421575,0.049053,1.0,1.0,0.7307308260111366
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Kempten,0,0.0,0.000375,714.0,0.083401,0.0,0.068498,4.7e-05,26.146593,0.032629,1.0,0.0,0.7301845993175038
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,1.347941,0.062125,2052180.0,0.277781,0.000131,0.077039,0.000255,3008.368136,0.098333,0.0,0.0,0.7302289389259189
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Heswall,0,0.0,0.000375,190.0,0.062923,0.0,0.062256,0.000212,24.854793,0.028314,1.0,1.0,0.7306749140981951
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bisacquino,0,0.0,0.0,396.0,0.054004,0.0,0.062421,1.8e-05,-15.769869,0.033487,1.0,1.0,0.7306588695908341
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cambridge,0,0.144453,0.04475,56154.0,0.110196,0.000838,0.066815,7.8e-05,3074.043314,0.047889,0.0,0.0,0.7302289697238608
http://dbpedia.org/resource/Ivan_Bunin,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Voronezh,0,0.0,0.0045,3906.0,0.082376,0.0,0.063488,0.000771,663.183629,0.040018,1.0,0.0,0.7301766013289851
"http://dbpedia.org/resource/Diana,_Princess_of_Wales",http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Sandringham,_Norfolk",0,0.0,0.00175,110.0,0.151713,0.0,0.14522,0.000947,451.637249,0.064282,1.0,1.0,0.7307303171468689
"http://dbpedia.org/resource/Francis_II,_Holy_Roman_Emperor",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Florence,0,0.0,0.000375,39204.0,0.128766,0.0,0.074637,2.7e-05,75.799935,0.05199,1.0,1.0,0.7306964539230172
http://dbpedia.org/resource/John_von_Neumann,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Budapest,0,1.77082,0.223,602834.0,0.261113,0.00164,0.086783,0.000171,4036.581641,0.09401,0.0,0.0,0.7302298729563469
http://dbpedia.org/resource/Jean-Jacques_Rousseau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Geneva,0,0.0,0.017,131820.0,0.14246,0.0,0.075759,6.3e-05,5414.03682,0.063376,0.0,0.0,0.7303484036408039
http://dbpedia.org/resource/John_Stuart_Mill,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London_Borough_of_Islington,0,0.096664,0.00475,5670.0,0.077489,0.006667,0.06469,0.000124,257.611134,0.031401,1.0,0.0,0.7299207082287285
http://dbpedia.org/resource/Benoit_Mandelbrot,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Warsaw,0,0.0,0.000875,37044.0,0.092973,0.0,0.076464,5.7e-05,245.736336,0.045722,1.0,1.0,0.730722419849098
http://dbpedia.org/resource/Alfonso_IV_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Naples,0,0.0,0.0,16030.0,0.092836,0.0,0.065329,0.00026,-10.431199,0.037344,1.0,1.0,0.7306654126753246
http://dbpedia.org/resource/Frédéric_Bastiat,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bayonne,0,0.090548,0.01575,2533.0,0.074595,0.006061,0.058658,0.000361,1376.148305,0.03534,1.0,0.0,0.7299115784679504
http://dbpedia.org/resource/Adelaide_of_Italy,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Orbe,0,0.0,0.000125,273.0,0.049844,0.0,0.065462,2.4e-05,0.045584,0.012717,1.0,1.0,0.7306650589036274
http://dbpedia.org/resource/Hawley_Harvey_Crippen,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Coldwater,_Michigan",0,0.0,0.0,260.0,0.055472,0.0,0.047743,2e-05,-16.376854,0.023389,1.0,1.0,0.7306576853218074
http://dbpedia.org/resource/Joseph_Conrad,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Berdychiv,0,0.0,0.001625,1408.0,0.081249,0.0,0.068299,3.7e-05,197.125284,0.037941,1.0,0.0,0.7301805276485793
http://dbpedia.org/resource/Aaliyah,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Brooklyn,0,0.366699,0.169,334962.0,0.160964,0.00032,0.074237,0.00014,2198.101318,0.057907,0.0,0.0,0.7302280450199103
http://dbpedia.org/resource/John_A._Macdonald,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Glasgow,0,0.108585,0.18,295945.0,0.095955,0.000217,0.061555,3.9e-05,11211.510585,0.052737,0.0,0.0,0.730232219713111
http://dbpedia.org/resource/Irenaeus,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/İzmir,0,0.100354,0.05025,6540.0,0.118079,0.001799,0.077524,0.000173,3550.097641,0.052458,1.0,0.0,0.7299050154087301
http://dbpedia.org/resource/Fay_Wray,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alberta,0,0.0,0.0,328689.0,0.088057,0.0,0.055191,1.3e-05,-6.083372,0.034873,1.0,1.0,0.7306673171840622
http://dbpedia.org/resource/Austen_Henry_Layard,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,0,0.213578,0.009625,151005.0,0.146747,9.9e-05,0.067118,5.8e-05,1172.896717,0.046358,0.0,0.0,0.7302268583640859
http://dbpedia.org/resource/Bernardo_O'Higgins,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Chillán,0,0.558111,0.003875,903.0,0.292585,0.015873,0.152603,0.001447,252.851295,0.12904,1.0,0.0,0.7299248513565306
http://dbpedia.org/resource/Henry_Moseley,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Weymouth,_Dorset",0,0.141226,0.013,1484.0,0.108287,0.008403,0.078466,0.000287,2152.343521,0.049855,0.0,0.0,0.7302288371579222
http://dbpedia.org/resource/Michael_Jackson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Los_Angeles,1,5.634009,0.132375,4043048.0,0.227836,0.000978,0.078734,0.000289,10725.782443,0.109833,0.0,1.0,0.7314469270714228
http://dbpedia.org/resource/John_Lennon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/New_York_City,1,3.729858,3.699375,4750218.0,0.805068,0.000455,0.090208,9.5e-05,2529.184736,0.158345,0.0,1.0,0.7313066229855616
http://dbpedia.org/resource/Thomas_Jefferson,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Charlottesville,_Virginia",1,4.491215,0.154125,77763.0,0.369919,0.011976,0.125563,0.000544,3950.389147,0.233192,1.0,1.0,0.731588614087014
http://dbpedia.org/resource/Saddam_Hussein,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Baghdad,1,5.835144,0.389125,156160.0,0.346187,0.015192,0.107878,0.001206,5028.817008,0.206414,1.0,1.0,0.7315982546306963
http://dbpedia.org/resource/Gerald_Ford,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Rancho_Mirage,_California",1,0.360674,0.008875,59520.0,0.228397,0.001883,0.113023,0.000131,975.578383,0.149214,0.0,1.0,0.7312892902287148
http://dbpedia.org/resource/Ray_Charles,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Beverly_Hills,_California",1,0.0,0.113875,56674.0,0.114428,0.0,0.075011,6.2e-05,3448.375402,0.060059,1.0,1.0,0.730802278423824
